W,MFPT
0.01,0.24426845231021338
0.1,0.24517885312292664
1.0,0.25428975841452434
10.0,0.3459031520717591
100.0,1.1937923143716154
1000.0,3.1396445631052625
10000.0,3.6184321091910996
