W,MFPT (MD-2T),MFPT (MD-History),% Diff
0.01,0.2339378625803819,0.2339322374365498,0.0024045461346221394
0.1,0.2344739189658922,0.2344682742285073,0.0024074052286059775
1.0,0.2397248763466334,0.239718942456952,0.0024752915808443025
10.0,0.2829832652807474,0.2829752319938266,0.00283878515318335
100.0,0.4146572408828344,0.4146445887373448,0.003051229845325968
1000.0,0.4734711460347749,0.4734582538404328,0.0027229102449240214
10000.0,0.4810039200815933,0.4809912281644414,0.0026386307100711654
