W,MFPT (MD-2T),MFPT (MD-History),% Diff
0.01,0.2339080665709073,0.2339024425164128,0.002404386722078688
0.1,0.2341758435090585,0.2341702096769788,0.002405812655692491
1.0,0.2367794861572085,0.2367737568573394,0.002419677465347525
10.0,0.2569516160260051,0.2569448704513936,0.0026252314407771704
100.0,0.3057226795442295,0.3057144858167402,0.0026801176482869693
1000.0,0.321933536376508,0.3219255142666418,0.002491852808040981
10000.0,0.3237922895970211,0.3237842274153179,0.00248992393031263
