W,MFPT (ext),MFPT 0_0_1,Difference
0.01,0.2442953044802866,0.2428751328476991,0.001420171632587508
0.1,0.2454481830818676,0.2440166056542693,0.0014315774275983073
1.0,0.2568448079025007,0.2553038140475218,0.0015409938549789115
10.0,0.3586085194030786,0.356593323638826,0.0020151957642525753
100.0,0.806942784584773,0.8279780239047938,-0.021035239320020827
1000.0,1.1825972585265332,1.232767318501463,-0.05017005997492974
10000.0,1.2482280625149398,1.3050308958724788,-0.056802833357538995
