W,MFPT (ext),MFPT 0_1,Difference
0.01,0.2442953044802866,0.233997559048818,0.010297745431468608
0.1,0.2454481830818676,0.2350708652023857,0.010377317879481901
1.0,0.2568448079025007,0.2456994170941673,0.011145390808333405
10.0,0.3586085194030786,0.3416642766513349,0.016944242751743666
100.0,0.806942784584773,0.7907388183201005,0.016203966264672465
1000.0,1.1825972585265332,1.1768829564437089,0.005714302082824307
10000.0,1.2482280625149398,1.2458305390612363,0.002397523453703476
