W,MFPT (ext),MFPT 0_1,Difference
0.01,0.244199113146516,0.2339080665709073,0.010291046575608698
0.1,0.2444867715590882,0.2341758435090585,0.0103109280500297
1.0,0.2472816968836837,0.2367794861572085,0.010502210726475197
10.0,0.2688278905595027,0.2569516160260051,0.0118762745334976
100.0,0.3203203970767838,0.3057226795442295,0.014597717532554288
1000.0,0.3372387591625094,0.321933536376508,0.015305222786001382
10000.0,0.3391709769833576,0.3237922895970211,0.015378687386336465
