W,MFPT (ext),MFPT 0_0_1,Difference
0.01,0.2442311741635469,0.2428116290857276,0.0014195450778193008
0.1,0.2448069577814913,0.2433817167184737,0.0014252410630176127
1.0,0.2504415521845479,0.2489614715699311,0.0014800806146167966
10.0,0.2965651042243178,0.2946966006784373,0.0018685035458805288
100.0,0.435229567159161,0.4327804912250057,0.002449075934155276
1000.0,0.4970014134798098,0.4940859794956586,0.002915433984151228
10000.0,0.5048992388179543,0.501921356413696,0.0029778824042583363
