W,MFPT
0.01,0.24419911314651604
0.1,0.24448677155908824
1.0,0.24728169688368373
10.0,0.2688278905595027
100.0,0.3203203970767838
1000.0,0.33723875916250945
10000.0,0.33917097698335763
