W,MFPT
0.01,0.23393786258038193
0.1,0.23447391896589223
1.0,0.23972487634663345
10.0,0.28298326528074746
100.0,0.41465724088283445
1000.0,0.47347114603477497
10000.0,0.4810039200815933
