W,MFPT
0.01,0.24277988853760757
0.1,0.2430646958794045
1.0,0.24583224860296116
10.0,0.2671847410168706
100.0,0.31831064289938626
1000.0,0.3351280345940914
10000.0,0.3370496151570538
