W,MFPT (ext),MFPT 0_0_1,Difference
0.01,0.2410671954766617,0.2396709560122301,0.0013962394644315979
0.1,0.2421883373174169,0.2407816128707416,0.001406724446675306
1.0,0.2531979500901933,0.2516955441018349,0.0015024059883583796
10.0,0.3450861162612975,0.3443821430422856,0.0007039732190118886
100.0,0.647974909188192,0.6781655409798145,-0.030190631791622513
1000.0,0.8287044002611637,0.8760091024022411,-0.047304702141077404
10000.0,0.8552203238103436,0.9051190731182368,-0.049898749307893175
