W,MFPT (ext),MFPT 0_0_1,Difference
0.01,0.2411920547687258,0.2397948181210434,0.0013972366476824039
0.1,0.2434394993050722,0.2420212088778555,0.0014182904272166952
1.0,0.2659560272830646,0.2643645712770877,0.0015914560059769323
10.0,0.4695885171628091,0.4932029189888705,-0.023614401826061393
100.0,1.2561097672099966,2.5860959665749244,-1.3299861993649278
1000.0,1.6211452440599126,7.359237812985105,-5.738092568925193
10000.0,1.6323406322614515,8.830560532306512,-7.198219900045061
