W,MFPT (ext),MFPT 0_0_1,Difference
0.01,0.241004782919829,0.2396091537750349,0.0013956291447941027
0.1,0.241564466300212,0.2401635885642783,0.0014008777359336977
1.0,0.2469839194519939,0.2455340629586332,0.0014498564933607128
10.0,0.2877230456863917,0.2860561290215785,0.0016669166648131672
100.0,0.3818135394510411,0.3805860982132356,0.0012274412378054933
1000.0,0.4147680866390518,0.4134155528735684,0.001352533765483388
10000.0,0.4186555845071701,0.4172754158593351,0.0013801686478350228


