W,MFPT
0.01,0.23544768774262734
0.1,0.23580921350872547
1.0,0.23934726168018933
10.0,0.26822495089842485
100.0,0.35095223030022993
1000.0,0.38340616493230034
10000.0,0.3873079580604696
