W,MFPT
0.01,0.23390189867902844
0.1,0.23411420504771052
1.0,0.23620474589915705
10.0,0.2542238749315839
100.0,0.3230279230835524
1000.0,0.3653039267013117
10000.0,0.37114880793923877
